,time1,raised1,time2,raised2,shares,time3,raised3,shares2
1231,,,,,,2017-08-31 04:01:31.493656,"<span class=""_191t _50f5"">Mark has raised $353,717 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,307 shares"
1232,,,,,,2017-08-31 04:03:14.191862,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,307 shares"
1233,,,,,,2017-08-31 04:04:49.503082,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,307 shares"
1234,,,,,,2017-08-31 04:06:20.573847,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,308 shares"
1235,,,,,,2017-08-31 04:08:05.586465,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,308 shares"
1236,,,,,,2017-08-31 04:09:44.636876,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,308 shares"
1237,,,,,,2017-08-31 04:11:36.816898,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,309 shares"
1238,,,,,,2017-08-31 04:13:13.801387,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,309 shares"
1239,,,,,,2017-08-31 04:14:46.142740,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,310 shares"
1240,,,,,,2017-08-31 04:16:37.213651,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,310 shares"
1241,,,,,,2017-08-31 04:18:07.292358,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,311 shares"
1242,,,,,,2017-08-31 04:19:28.088290,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,311 shares"
1243,,,,,,2017-08-31 04:21:02.505576,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,311 shares"
1244,,,,,,2017-08-31 04:22:34.610527,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,311 shares"
1245,,,,,,2017-08-31 04:23:57.614284,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,314 shares"
1246,,,,,,2017-08-31 04:25:36.295703,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,315 shares"
1247,,,,,,2017-08-31 04:27:11.020988,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,315 shares"
1248,,,,,,2017-08-31 04:35:08.647595,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,316 shares"
1249,,,,,,2017-08-31 04:36:55.760779,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,316 shares"
1250,,,,,,2017-08-31 04:38:29.428860,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,317 shares"
1251,,,,,,2017-08-31 04:39:59.888026,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,317 shares"
1252,,,,,,2017-08-31 04:41:41.904602,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,317 shares"
1253,,,,,,2017-08-31 04:43:29.509469,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,318 shares"
1254,,,,,,2017-08-31 04:45:18.909845,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,319 shares"
1255,,,,,,2017-08-31 04:47:02.071637,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,319 shares"
1256,,,,,,2017-08-31 04:48:42.590864,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,318 shares"
1257,,,,,,2017-08-31 04:50:26.848049,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,319 shares"
1258,,,,,,2017-08-31 04:52:12.857463,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,319 shares"
1259,,,,,,2017-08-31 04:53:45.906008,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,319 shares"
1260,,,,,,2017-08-31 04:55:08.198483,"<span class=""_191t _50f5"">Mark has raised $353,737 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,321 shares"
1261,,,,,,2017-08-31 04:56:56.143697,"<span class=""_191t _50f5"">Mark has raised $353,757 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,322 shares"
1262,,,,,,2017-08-31 04:58:30.950985,"<span class=""_191t _50f5"">Mark has raised $353,757 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,322 shares"
1263,,,,,,2017-08-31 05:00:15.749962,"<span class=""_191t _50f5"">Mark has raised $353,767 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,322 shares"
1264,,,,,,2017-08-31 05:01:47.295673,"<span class=""_191t _50f5"">Mark has raised $353,787 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,323 shares"
1265,,,,,,2017-08-31 05:03:16.807129,"<span class=""_191t _50f5"">Mark has raised $353,787 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,323 shares"
1266,,,,,,2017-08-31 05:04:52.488897,"<span class=""_191t _50f5"">Mark has raised $353,837 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,325 shares"
1267,,,,,,2017-08-31 05:06:28.440104,"<span class=""_191t _50f5"">Mark has raised $353,837 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,326 shares"
1268,,,,,,2017-08-31 05:08:10.982688,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,327 shares"
1269,,,,,,2017-08-31 05:09:50.408210,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,327 shares"
1270,,,,,,2017-08-31 05:11:42.638148,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,328 shares"
1271,,,,,,2017-08-31 05:13:09.337094,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,328 shares"
1272,,,,,,2017-08-31 05:14:32.953112,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,329 shares"
1273,,,,,,2017-08-31 05:15:58.993961,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,329 shares"
1274,,,,,,2017-08-31 05:17:36.441892,"<span class=""_191t _50f5"">Mark has raised $353,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,329 shares"
1275,,,,,,2017-08-31 05:19:03.389822,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,330 shares"
1276,,,,,,2017-08-31 05:20:48.152472,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,330 shares"
1277,,,,,,2017-08-31 05:22:38.347475,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,331 shares"
1278,,,,,,2017-08-31 05:24:23.762274,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,333 shares"
1279,,,,,,2017-08-31 05:25:56.396453,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,335 shares"
1280,,,,,,2017-08-31 05:27:36.272601,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,336 shares"
1281,,,,,,2017-08-31 05:29:02.332148,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,336 shares"
1282,,,,,,2017-08-31 05:30:22.356270,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,336 shares"
1283,,,,,,2017-08-31 05:31:50.385513,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,336 shares"
1284,,,,,,2017-08-31 05:33:34.977194,"<span class=""_191t _50f5"">Mark has raised $353,881 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,336 shares"
1285,,,,,,2017-08-31 05:35:12.088082,"<span class=""_191t _50f5"">Mark has raised $353,945 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,337 shares"
1286,,,,,,2017-08-31 05:36:54.986531,"<span class=""_191t _50f5"">Mark has raised $353,955 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,337 shares"
1287,,,,,,2017-08-31 05:38:29.987255,"<span class=""_191t _50f5"">Mark has raised $353,955 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,337 shares"
1288,,,,,,2017-08-31 05:40:14.285671,"<span class=""_191t _50f5"">Mark has raised $353,955 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,339 shares"
1289,,,,,,2017-08-31 05:41:56.308589,"<span class=""_191t _50f5"">Mark has raised $353,955 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,340 shares"
1290,,,,,,2017-08-31 05:43:35.186299,"<span class=""_191t _50f5"">Mark has raised $353,955 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,340 shares"
1291,,,,,,2017-08-31 05:45:00.503495,"<span class=""_191t _50f5"">Mark has raised $353,965 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,341 shares"
1292,,,,,,2017-08-31 05:46:26.818800,"<span class=""_191t _50f5"">Mark has raised $353,965 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,342 shares"
1293,,,,,,2017-08-31 05:48:07.306534,"<span class=""_191t _50f5"">Mark has raised $353,965 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,343 shares"
1294,,,,,,2017-08-31 05:49:43.696256,"<span class=""_191t _50f5"">Mark has raised $353,965 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,343 shares"
1295,,,,,,2017-08-31 05:51:29.452997,"<span class=""_191t _50f5"">Mark has raised $353,985 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,343 shares"
1296,,,,,,2017-08-31 05:53:04.169336,"<span class=""_191t _50f5"">Mark has raised $353,985 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,343 shares"
1297,,,,,,2017-08-31 05:54:54.929857,"<span class=""_191t _50f5"">Mark has raised $354,035 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,342 shares"
1298,,,,,,2017-08-31 05:56:15.500744,"<span class=""_191t _50f5"">Mark has raised $354,035 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,342 shares"
1299,,,,,,2017-08-31 05:58:00.224898,"<span class=""_191t _50f5"">Mark has raised $354,035 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,344 shares"
1300,,,,,,2017-08-31 05:59:45.865516,"<span class=""_191t _50f5"">Mark has raised $354,035 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,344 shares"
1301,,,,,,2017-08-31 06:01:26.579176,"<span class=""_191t _50f5"">Mark has raised $354,035 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,344 shares"
1302,,,,,,2017-08-31 06:03:13.745898,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,344 shares"
1303,,,,,,2017-08-31 06:04:56.839819,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,344 shares"
1304,,,,,,2017-08-31 06:06:21.066590,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,346 shares"
1305,,,,,,2017-08-31 06:08:07.919048,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,348 shares"
1306,,,,,,2017-08-31 06:09:35.193503,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,349 shares"
1307,,,,,,2017-08-31 06:11:05.135226,"<span class=""_191t _50f5"">Mark has raised $354,095 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,349 shares"
1308,,,,,,2017-08-31 06:12:46.288815,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,349 shares"
1309,,,,,,2017-08-31 06:14:14.869066,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,351 shares"
1310,,,,,,2017-08-31 06:16:00.683614,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,351 shares"
1311,,,,,,2017-08-31 06:17:38.152403,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,353 shares"
1312,,,,,,2017-08-31 06:19:17.565887,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,356 shares"
1313,,,,,,2017-08-31 06:20:51.130023,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,356 shares"
1314,,,,,,2017-08-31 06:22:22.953051,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,357 shares"
1315,,,,,,2017-08-31 06:24:08.130287,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,357 shares"
